Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.7955      -15989.3573  -15993.0820       3.7247   294.0
0.7960      -15989.3551  -15993.1164       3.7613   296.9
0.7965      -15989.3552  -15993.1958       3.8405   303.2
0.7970      -15989.3592  -15993.2851       3.9259   309.9
0.7975      -15989.3663  -15993.3518       3.9855   314.6
0.7980      -15989.3765  -15993.3803       4.0039   316.1
0.7985      -15989.3864  -15993.3669       3.9805   314.2
0.7990      -15989.3946  -15993.3183       3.9236   309.7
0.7995      -15989.3991  -15993.2489       3.8497   303.9
0.8000      -15989.4006  -15993.1823       3.7816   298.5
0.8005      -15989.3991  -15993.1408       3.7417   295.4
0.8010      -15989.3968  -15993.1349       3.7380   295.1
0.8015      -15989.3951  -15993.1544       3.7593   296.8
0.8020      -15989.3952  -15993.1770       3.7819   298.5
0.8025      -15989.3950  -15993.1801       3.7852   298.8
0.8030      -15989.3938  -15993.1558       3.7620   297.0
0.8035      -15989.3906  -15993.1125       3.7219   293.8
0.8040      -15989.3865  -15993.0719       3.6854   290.9
0.8045      -15989.3809  -15993.0513       3.6704   289.7
0.8050      -15989.3756  -15993.0553       3.6797   290.5
0.8055      -15989.3713  -15993.0717       3.7003   292.1
0.8060      -15989.3675  -15993.0815       3.7140   293.2
0.8065      -15989.3634  -15993.0737       3.7103   292.9
0.8070      -15989.3581  -15993.0525       3.6944   291.6
0.8075      -15989.3518  -15993.0340       3.6822   290.7
0.8080      -15989.3453  -15993.0354       3.6901   291.3
0.8085      -15989.3404  -15993.0686       3.7281   294.3
0.8090      -15989.3377  -15993.1336       3.7958   299.7
0.8095      -15989.3389  -15993.2190       3.8800   306.3
0.8100      -15989.3444  -15993.3027       3.9584   312.5
0.8105      -15989.3540  -15993.3623       4.0083   316.4
0.8110      -15989.3643  -15993.3807       4.0165   317.1
0.8115      -15989.3738  -15993.3576       3.9838   314.5
0.8120      -15989.3812  -15993.3067       3.9255   309.9
0.8125      -15989.3858  -15993.2503       3.8645   305.1
0.8130      -15989.3881  -15993.2093       3.8212   301.7
0.8135      -15989.3889  -15993.1956       3.8067   300.5
0.8140      -15989.3899  -15993.2072       3.8172   301.3
0.8145      -15989.3920  -15993.2271       3.8351   302.8
0.8150      -15989.3954  -15993.2317       3.8363   302.8
0.8155      -15989.3971  -15993.2007       3.8036   300.3
0.8160      -15989.3955  -15993.1330       3.7375   295.0
0.8165      -15989.3899  -15993.0470       3.6571   288.7
0.8170      -15989.3803  -15992.9711       3.5909   283.5
0.8175      -15989.3682  -15992.9304       3.5622   281.2
0.8180      -15989.3558  -15992.9345       3.5787   282.5
0.8185      -15989.3453  -15992.9722       3.6269   286.3
0.8190      -15989.3373  -15993.0171       3.6797   290.5
0.8195      -15989.3319  -15993.0429       3.7110   293.0
0.8200      -15989.3267  -15993.0365       3.7099   292.9
0.8205      -15989.3208  -15993.0039       3.6830   290.7
0.8210      -15989.3137  -15992.9638       3.6501   288.1
0.8215      -15989.3064  -15992.9381       3.6317   286.7
0.8220      -15989.2987  -15992.9387       3.6400   287.4
0.8225      -15989.2921  -15992.9650       3.6729   289.9
0.8230      -15989.2877  -15993.0024       3.7147   293.2
0.8235      -15989.2851  -15993.0277       3.7427   295.5
0.8240      -15989.2828  -15993.0199       3.7371   295.0
0.8245      -15989.2785  -15992.9729       3.6944   291.6
0.8250      -15989.2707  -15992.9042       3.6335   286.8
0.8255      -15989.2595  -15992.8488       3.5894   283.4
0.8260      -15989.2480  -15992.8430       3.5950   283.8
0.8265      -15989.2385  -15992.8996       3.6611   289.0
0.8270      -15989.2338  -15993.0003       3.7665   297.3
0.8275      -15989.2343  -15993.1033       3.8690   305.4
0.8280      -15989.2394  -15993.1691       3.9297   310.2
0.8285      -15989.2449  -15993.1784       3.9335   310.5
0.8290      -15989.2494  -15993.1428       3.8934   307.4
0.8295      -15989.2519  -15993.0943       3.8424   303.3
0.8300      -15989.2538  -15993.0666       3.8127   301.0
0.8305      -15989.2551  -15993.0746       3.8195   301.5
0.8310      -15989.2573  -15993.1145       3.8572   304.5
0.8315      -15989.2612  -15993.1725       3.9114   308.8
0.8320      -15989.2679  -15993.2381       3.9703   313.4
0.8325      -15989.2769  -15993.3031       4.0262   317.8
0.8330      -15989.2891  -15993.3574       4.0683   321.2
0.8335      -15989.3030  -15993.3840       4.0809   322.2
0.8340      -15989.3171  -15993.3685       4.0514   319.8
0.8345      -15989.3279  -15993.3089       3.9811   314.3
0.8350      -15989.3347  -15993.2207       3.8861   306.8
0.8355      -15989.3368  -15993.1268       3.7900   299.2
0.8360      -15989.3354  -15993.0486       3.7132   293.1
0.8365      -15989.3307  -15992.9994       3.6688   289.6
0.8370      -15989.3244  -15992.9856       3.6612   289.0
0.8375      -15989.3180  -15993.0059       3.6878   291.1
0.8380      -15989.3140  -15993.0545       3.7405   295.3
0.8385      -15989.3126  -15993.1196       3.8069   300.5
0.8390      -15989.3146  -15993.1857       3.8711   305.6
0.8395      -15989.3191  -15993.2351       3.9160   309.1
0.8400      -15989.3257  -15993.2547       3.9290   310.2
0.8405      -15989.3312  -15993.2411       3.9099   308.7
0.8410      -15989.3345  -15993.2101       3.8756   305.9
0.8415      -15989.3359  -15993.1920       3.8561   304.4
0.8420      -15989.3383  -15993.2157       3.8774   306.1
0.8425      -15989.3430  -15993.2874       3.9444   311.4
0.8430      -15989.3519  -15993.3873       4.0354   318.6
0.8435      -15989.3651  -15993.4814       4.1163   324.9
0.8440      -15989.3819  -15993.5399       4.1581   328.2
0.8445      -15989.3991  -15993.5481       4.1490   327.5
0.8450      -15989.4150  -15993.5116       4.0966   323.4
0.8455      -15989.4279  -15993.4511       4.0232   317.6
0.8460      -15989.4381  -15993.3940       3.9559   312.3
0.8465      -15989.4458  -15993.3619       3.9161   309.1
0.8470      -15989.4525  -15993.3635       3.9110   308.7
0.8475      -15989.4596  -15993.3914       3.9318   310.4
0.8480      -15989.4680  -15993.4295       3.9615   312.7
0.8485      -15989.4767  -15993.4614       3.9847   314.6
0.8490      -15989.4857  -15993.4795       3.9938   315.3
0.8495      -15989.4947  -15993.4841       3.9894   314.9
0.8500      -15989.5043  -15993.4815       3.9772   314.0
0.8505      -15989.5130  -15993.4743       3.9614   312.7
0.8510      -15989.5211  -15993.4604       3.9393   311.0
0.8515      -15989.5282  -15993.4342       3.9060   308.3
0.8520      -15989.5333  -15993.3934       3.8601   304.7
0.8525      -15989.5365  -15993.3383       3.8018   300.1
0.8530      -15989.5367  -15993.2688       3.7322   294.6
0.8535      -15989.5328  -15993.1865       3.6537   288.4
0.8540      -15989.5240  -15993.0998       3.5758   282.3
0.8545      -15989.5117  -15993.0270       3.5153   277.5
0.8550      -15989.4965  -15992.9849       3.4884   275.4
0.8555      -15989.4808  -15992.9794       3.4986   276.2
0.8560      -15989.4658  -15992.9999       3.5341   279.0
0.8565      -15989.4530  -15993.0282       3.5752   282.2
0.8570      -15989.4409  -15993.0490       3.6080   284.8
0.8575      -15989.4297  -15993.0607       3.6310   286.6
0.8580      -15989.4191  -15993.0743       3.6551   288.5
0.8585      -15989.4110  -15993.1085       3.6975   291.9
0.8590      -15989.4053  -15993.1751       3.7698   297.6
0.8595      -15989.4042  -15993.2721       3.8679   305.3
0.8600      -15989.4083  -15993.3811       3.9728   313.6
0.8605      -15989.4181  -15993.4792       4.0611   320.6
0.8610      -15989.4309  -15993.5478       4.1169   325.0
0.8615      -15989.4458  -15993.5820       4.1362   326.5
0.8620      -15989.4613  -15993.5870       4.1258   325.7
0.8625      -15989.4770  -15993.5748       4.0978   323.5
0.8630      -15989.4911  -15993.5555       4.0644   320.9
0.8635      -15989.5038  -15993.5364       4.0327   318.3
0.8640      -15989.5149  -15993.5198       4.0049   316.2
0.8645      -15989.5256  -15993.5068       3.9812   314.3
0.8650      -15989.5346  -15993.4953       3.9607   312.7
0.8655      -15989.5425  -15993.4845       3.9420   311.2
0.8660      -15989.5494  -15993.4746       3.9252   309.9
0.8665      -15989.5560  -15993.4699       3.9139   309.0
0.8670      -15989.5615  -15993.4754       3.9139   309.0
0.8675      -15989.5673  -15993.4954       3.9281   310.1
0.8680      -15989.5742  -15993.5285       3.9543   312.2
0.8685      -15989.5833  -15993.5674       3.9840   314.5
0.8690      -15989.5931  -15993.6004       4.0073   316.3
0.8695      -15989.6035  -15993.6203       4.0168   317.1
0.8700      -15989.6138  -15993.6265       4.0127   316.8
0.8705      -15989.6242  -15993.6278       4.0035   316.0
0.8710      -15989.6335  -15993.6378       4.0043   316.1
0.8715      -15989.6432  -15993.6735       4.0303   318.2
0.8720      -15989.6548  -15993.7436       4.0888   322.8
0.8725      -15989.6713  -15993.8415       4.1702   329.2
0.8730      -15989.6921  -15993.9409       4.2488   335.4
0.8735      -15989.7163  -15994.0074       4.2911   338.8
0.8740      -15989.7411  -15994.0123       4.2712   337.2
0.8745      -15989.7640  -15993.9476       4.1836   330.3
0.8750      -15989.7808  -15993.8295       4.0487   319.6
0.8755      -15989.7907  -15993.6952       3.9045   308.2
0.8760      -15989.7944  -15993.5839       3.7895   299.2
0.8765      -15989.7949  -15993.5194       3.7245   294.0
0.8770      -15989.7930  -15993.5004       3.7074   292.7
0.8775      -15989.7907  -15993.5108       3.7201   293.7
0.8780      -15989.7889  -15993.5303       3.7414   295.4
0.8785      -15989.7887  -15993.5421       3.7534   296.3
0.8790      -15989.7879  -15993.5316       3.7437   295.5
0.8795      -15989.7855  -15993.4934       3.7079   292.7
0.8800      -15989.7800  -15993.4340       3.6540   288.5
0.8805      -15989.7721  -15993.3737       3.6016   284.3
0.8810      -15989.7613  -15993.3339       3.5726   282.0
0.8815      -15989.7496  -15993.3303       3.5806   282.7
0.8820      -15989.7390  -15993.3650       3.6259   286.2
0.8825      -15989.7323  -15993.4276       3.6953   291.7
0.8830      -15989.7287  -15993.4962       3.7675   297.4
0.8835      -15989.7283  -15993.5480       3.8196   301.5
0.8840      -15989.7296  -15993.5661       3.8365   302.9
0.8845      -15989.7321  -15993.5482       3.8161   301.3
0.8850      -15989.7322  -15993.5011       3.7689   297.5
0.8855      -15989.7299  -15993.4400       3.7101   292.9
0.8860      -15989.7249  -15993.3791       3.6542   288.5
0.8865      -15989.7186  -15993.3287       3.6101   285.0
0.8870      -15989.7101  -15993.2888       3.5787   282.5
0.8875      -15989.6999  -15993.2543       3.5544   280.6
0.8880      -15989.6878  -15993.2219       3.5341   279.0
0.8885      -15989.6751  -15993.2001       3.5250   278.3
0.8890      -15989.6615  -15993.2023       3.5408   279.5
0.8895      -15989.6495  -15993.2389       3.5893   283.3
0.8900      -15989.6408  -15993.3051       3.6644   289.3
0.8905      -15989.6357  -15993.3843       3.7485   295.9
0.8910      -15989.6343  -15993.4575       3.8232   301.8
0.8915      -15989.6357  -15993.5141       3.8783   306.2
0.8920      -15989.6396  -15993.5532       3.9137   309.0
0.8925      -15989.6455  -15993.5795       3.9339   310.6
0.8930      -15989.6533  -15993.5964       3.9431   311.3
0.8935      -15989.6615  -15993.6032       3.9417   311.2
0.8940      -15989.6694  -15993.5970       3.9277   310.1
0.8945      -15989.6761  -15993.5782       3.9022   308.0
0.8950      -15989.6818  -15993.5551       3.8734   305.8
0.8955      -15989.6857  -15993.5382       3.8525   304.1
0.8960      -15989.6890  -15993.5327       3.8436   303.4
0.8965      -15989.6921  -15993.5326       3.8404   303.2
0.8970      -15989.6944  -15993.5279       3.8336   302.6
0.8975      -15989.6959  -15993.5149       3.8190   301.5
0.8980      -15989.6968  -15993.4968       3.8000   300.0
0.8985      -15989.6971  -15993.4775       3.7804   298.4
0.8990      -15989.6963  -15993.4551       3.7588   296.7
0.8995      -15989.6952  -15993.4241       3.7289   294.4
0.9000      -15989.6915  -15993.3781       3.6866   291.0
0.9005      -15989.6848  -15993.3203       3.6355   287.0
0.9010      -15989.6753  -15993.2621       3.5868   283.2
0.9015      -15989.6637  -15993.2179       3.5542   280.6
0.9020      -15989.6516  -15993.1943       3.5428   279.7
0.9025      -15989.6392  -15993.1847       3.5455   279.9
0.9030      -15989.6267  -15993.1753       3.5486   280.1
0.9035      -15989.6133  -15993.1580       3.5447   279.8
0.9040      -15989.5995  -15993.1399       3.5404   279.5
0.9045      -15989.5855  -15993.1377       3.5522   280.4
0.9050      -15989.5728  -15993.1650       3.5921   283.6
0.9055      -15989.5629  -15993.2222       3.6593   288.9
0.9060      -15989.5571  -15993.2996       3.7425   295.4
0.9065      -15989.5550  -15993.3821       3.8271   302.1
0.9070      -15989.5570  -15993.4556       3.8986   307.8
0.9075      -15989.5620  -15993.5074       3.9454   311.5
0.9080      -15989.5693  -15993.5309       3.9616   312.7
0.9085      -15989.5766  -15993.5262       3.9497   311.8
0.9090      -15989.5829  -15993.5023       3.9194   309.4
0.9095      -15989.5876  -15993.4708       3.8832   306.5
0.9100      -15989.5917  -15993.4430       3.8513   304.0
0.9105      -15989.5939  -15993.4237       3.8297   302.3
0.9110      -15989.5953  -15993.4153       3.8201   301.6
0.9115      -15989.5966  -15993.4196       3.8231   301.8
0.9120      -15989.5984  -15993.4352       3.8368   302.9
0.9125      -15989.6012  -15993.4545       3.8533   304.2
0.9130      -15989.6045  -15993.4657       3.8612   304.8
0.9135      -15989.6073  -15993.4602       3.8529   304.2
0.9140      -15989.6088  -15993.4387       3.8299   302.3
0.9145      -15989.6090  -15993.4105       3.8015   300.1
0.9150      -15989.6080  -15993.3873       3.7793   298.3
0.9155      -15989.6066  -15993.3756       3.7690   297.5
0.9160      -15989.6051  -15993.3723       3.7672   297.4
0.9165      -15989.6040  -15993.3696       3.7657   297.3
0.9170      -15989.6019  -15993.3616       3.7597   296.8
0.9175      -15989.5989  -15993.3518       3.7528   296.3
0.9180      -15989.5954  -15993.3509       3.7555   296.5
0.9185      -15989.5938  -15993.3701       3.7763   298.1
0.9190      -15989.5940  -15993.4049       3.8109   300.8
0.9195      -15989.5964  -15993.4344       3.8380   303.0
0.9200      -15989.5998  -15993.4275       3.8277   302.2
0.9205      -15989.6007  -15993.3618       3.7611   296.9
0.9210      -15989.5962  -15993.2408       3.6446   287.7
0.9215      -15989.5849  -15993.0963       3.5113   277.2
0.9220      -15989.5678  -15992.9716       3.4039   268.7
0.9225      -15989.5467  -15992.8967       3.3500   264.5
0.9230      -15989.5252  -15992.8757       3.3505   264.5
0.9235      -15989.5038  -15992.8904       3.3866   267.3
0.9240      -15989.4838  -15992.9187       3.4349   271.2
0.9245      -15989.4658  -15992.9451       3.4793   274.7
0.9250      -15989.4497  -15992.9645       3.5148   277.5
0.9255      -15989.4355  -15992.9790       3.5435   279.7
0.9260      -15989.4229  -15992.9926       3.5697   281.8
0.9265      -15989.4119  -15993.0055       3.5936   283.7
0.9270      -15989.4019  -15993.0123       3.6104   285.0
0.9275      -15989.3931  -15993.0071       3.6140   285.3
0.9280      -15989.3830  -15992.9886       3.6056   284.6
0.9285      -15989.3719  -15992.9678       3.5959   283.9
0.9290      -15989.3610  -15992.9598       3.5988   284.1
0.9295      -15989.3513  -15992.9702       3.6189   285.7
0.9300      -15989.3437  -15992.9850       3.6414   287.5
0.9305      -15989.3363  -15992.9787       3.6423   287.5
0.9310      -15989.3272  -15992.9364       3.6091   284.9
0.9315      -15989.3148  -15992.8704       3.5556   280.7
0.9320      -15989.2997  -15992.8157       3.5160   277.6
0.9325      -15989.2848  -15992.8057       3.5208   277.9
0.9330      -15989.2718  -15992.8481       3.5763   282.3
0.9335      -15989.2619  -15992.9231       3.6612   289.0
0.9340      -15989.2556  -15993.0009       3.7453   295.7
0.9345      -15989.2535  -15993.0627       3.8091   300.7
0.9350      -15989.2532  -15993.1021       3.8490   303.8
0.9355      -15989.2544  -15993.1233       3.8689   305.4
0.9360      -15989.2570  -15993.1328       3.8758   306.0
0.9365      -15989.2598  -15993.1376       3.8778   306.1
0.9370      -15989.2632  -15993.1459       3.8828   306.5
0.9375      -15989.2670  -15993.1642       3.8971   307.6
0.9380      -15989.2724  -15993.1943       3.9219   309.6
0.9385      -15989.2796  -15993.2287       3.9491   311.7
0.9390      -15989.2878  -15993.2516       3.9638   312.9
0.9395      -15989.2969  -15993.2486       3.9517   312.0
0.9400      -15989.3041  -15993.2135       3.9094   308.6
0.9405      -15989.3084  -15993.1551       3.8467   303.7
0.9410      -15989.3094  -15993.0915       3.7821   298.6
0.9415      -15989.3087  -15993.0436       3.7349   294.8
0.9420      -15989.3057  -15993.0227       3.7170   293.4
0.9425      -15989.3025  -15993.0298       3.7273   294.2
0.9430      -15989.3004  -15993.0553       3.7548   296.4
0.9435      -15989.2995  -15993.0848       3.7853   298.8
0.9440      -15989.3002  -15993.1048       3.8045   300.3
0.9445      -15989.3017  -15993.1040       3.8023   300.2
0.9450      -15989.3024  -15993.0759       3.7735   297.9
0.9455      -15989.3006  -15993.0231       3.7225   293.9
0.9460      -15989.2953  -15992.9615       3.6662   289.4
0.9465      -15989.2874  -15992.9155       3.6281   286.4
0.9470      -15989.2783  -15992.9057       3.6274   286.4
0.9475      -15989.2703  -15992.9370       3.6667   289.5
0.9480      -15989.2649  -15992.9944       3.7295   294.4
0.9485      -15989.2624  -15993.0505       3.7882   299.0
0.9490      -15989.2625  -15993.0801       3.8176   301.4
0.9495      -15989.2629  -15993.0687       3.8058   300.4
0.9500      -15989.2617  -15993.0168       3.7551   296.4
0.9505      -15989.2575  -15992.9357       3.6782   290.4
0.9510      -15989.2485  -15992.8445       3.5959   283.9
0.9515      -15989.2364  -15992.7684       3.5321   278.8
0.9520      -15989.2213  -15992.7281       3.5068   276.8
0.9525      -15989.2059  -15992.7334       3.5275   278.5
0.9530      -15989.1925  -15992.7785       3.5860   283.1
0.9535      -15989.1819  -15992.8468       3.6649   289.3
0.9540      -15989.1753  -15992.9224       3.7471   295.8
0.9545      -15989.1725  -15992.9969       3.8243   301.9
0.9550      -15989.1739  -15993.0696       3.8958   307.5
0.9555      -15989.1796  -15993.1394       3.9598   312.6
0.9560      -15989.1890  -15993.1970       4.0079   316.4
0.9565      -15989.2008  -15993.2274       4.0266   317.9
0.9570      -15989.2122  -15993.2212       4.0090   316.5
0.9575      -15989.2213  -15993.1858       3.9645   313.0
0.9580      -15989.2277  -15993.1450       3.9173   309.2
0.9585      -15989.2335  -15993.1264       3.8929   307.3
0.9590      -15989.2389  -15993.1408       3.9019   308.0
0.9595      -15989.2454  -15993.1789       3.9335   310.5
0.9600      -15989.2533  -15993.2189       3.9656   313.1
0.9605      -15989.2616  -15993.2444       3.9829   314.4
0.9610      -15989.2702  -15993.2544       3.9842   314.5
0.9615      -15989.2785  -15993.2570       3.9785   314.1
0.9620      -15989.2863  -15993.2598       3.9735   313.7
0.9625      -15989.2931  -15993.2664       3.9733   313.7
0.9630      -15989.3003  -15993.2832       3.9829   314.4
0.9635      -15989.3077  -15993.3170       4.0093   316.5
0.9640      -15989.3170  -15993.3727       4.0557   320.2
0.9645      -15989.3293  -15993.4466       4.1173   325.0
0.9650      -15989.3446  -15993.5295       4.1849   330.4
0.9655      -15989.3631  -15993.6136       4.2505   335.5
0.9660      -15989.3847  -15993.6982       4.3135   340.5
0.9665      -15989.4099  -15993.7858       4.3759   345.4
0.9670      -15989.4391  -15993.8727       4.4336   350.0
0.9675      -15989.4726  -15993.9429       4.4703   352.9
0.9680      -15989.5073  -15993.9719       4.4647   352.5
0.9685      -15989.5405  -15993.9440       4.4035   347.6
0.9690      -15989.5693  -15993.8612       4.2919   338.8
0.9695      -15989.5927  -15993.7435       4.1508   327.7
0.9700      -15989.6087  -15993.6162       4.0075   316.4
0.9705      -15989.6174  -15993.5053       3.8879   306.9
0.9710      -15989.6202  -15993.4334       3.8132   301.0
0.9715      -15989.6212  -15993.4150       3.7939   299.5
0.9720      -15989.6219  -15993.4438       3.8218   301.7
0.9725      -15989.6245  -15993.4919       3.8674   305.3
0.9730      -15989.6286  -15993.5228       3.8942   307.4
0.9735      -15989.6331  -15993.5130       3.8800   306.3
0.9740      -15989.6347  -15993.4622       3.8275   302.2
0.9745      -15989.6331  -15993.3953       3.7623   297.0
0.9750      -15989.6289  -15993.3473       3.7184   293.5
0.9755      -15989.6238  -15993.3442       3.7204   293.7
0.9760      -15989.6204  -15993.3903       3.7699   297.6
0.9765      -15989.6197  -15993.4696       3.8499   303.9
0.9770      -15989.6227  -15993.5589       3.9362   310.7
0.9775      -15989.6299  -15993.6371       4.0073   316.3
0.9780      -15989.6405  -15993.6878       4.0473   319.5
0.9785      -15989.6535  -15993.6980       4.0445   319.3
0.9790      -15989.6655  -15993.6602       3.9947   315.3
0.9795      -15989.6739  -15993.5806       3.9066   308.4
0.9800      -15989.6770  -15993.4827       3.8057   300.4
0.9805      -15989.6764  -15993.3991       3.7227   293.9
0.9810      -15989.6729  -15993.3501       3.6772   290.3
0.9815      -15989.6677  -15993.3341       3.6664   289.4
0.9820      -15989.6618  -15993.3340       3.6722   289.9
0.9825      -15989.6547  -15993.3339       3.6792   290.4
0.9830      -15989.6473  -15993.3326       3.6853   290.9
0.9835      -15989.6402  -15993.3417       3.7015   292.2
0.9840      -15989.6347  -15993.3737       3.7390   295.2
0.9845      -15989.6321  -15993.4280       3.7959   299.7
0.9850      -15989.6324  -15993.4888       3.8564   304.4
0.9855      -15989.6357  -15993.5379       3.9021   308.0
0.9860      -15989.6402  -15993.5645       3.9243   309.8
0.9865      -15989.6453  -15993.5715       3.9262   309.9
0.9870      -15989.6504  -15993.5678       3.9175   309.3
0.9875      -15989.6564  -15993.5631       3.9067   308.4
0.9880      -15989.6614  -15993.5599       3.8985   307.8
0.9885      -15989.6654  -15993.5623       3.8968   307.6
0.9890      -15989.6686  -15993.5805       3.9119   308.8
0.9895      -15989.6741  -15993.6338       3.9597   312.6
0.9900      -15989.6831  -15993.7316       4.0485   319.6
0.9905      -15989.6982  -15993.8600       4.1618   328.5
0.9910      -15989.7191  -15993.9805       4.2614   336.4
0.9915      -15989.7432  -15994.0567       4.3135   340.5
0.9920      -15989.7685  -15994.0784       4.3099   340.2
0.9925      -15989.7929  -15994.0604       4.2676   336.9
0.9930      -15989.8155  -15994.0264       4.2110   332.4
0.9935      -15989.8359  -15993.9931       4.1573   328.2
0.9940      -15989.8536  -15993.9669       4.1133   324.7
0.9945      -15989.8695  -15993.9475       4.0780   321.9
0.9950      -15989.8833  -15993.9300       4.0467   319.5
0.9955      -15989.8955  -15993.9076       4.0121   316.7
0.9960      -15989.9056  -15993.8721       3.9664   313.1
0.9965      -15989.9138  -15993.8197       3.9059   308.3
0.9970      -15989.9179  -15993.7529       3.8350   302.7
0.9975      -15989.9187  -15993.6837       3.7650   297.2
0.9980      -15989.9168  -15993.6229       3.7061   292.6
0.9985      -15989.9120  -15993.5719       3.6599   288.9
0.9990      -15989.9047  -15993.5282       3.6235   286.0
0.9995      -15989.8949  -15993.4964       3.6014   284.3
1.0000      -15989.8846  -15993.4914       3.6068   284.7
1.0005      -15989.8759  -15993.5198       3.6439   287.7
1.0010      -15989.8700  -15993.5665       3.6965   291.8
1.0015      -15989.8669  -15993.6022       3.7354   294.9
1.0020      -15989.8638  -15993.6016       3.7379   295.1
1.0025      -15989.8589  -15993.5615       3.7026   292.3
1.0030      -15989.8508  -15993.5035       3.6526   288.3
1.0035      -15989.8413  -15993.4648       3.6235   286.0
1.0040      -15989.8309  -15993.4749       3.6439   287.7
1.0045      -15989.8231  -15993.5436       3.7205   293.7
1.0050      -15989.8200  -15993.6564       3.8364   302.9
1.0055      -15989.8230  -15993.7834       3.9604   312.6
1.0060      -15989.8324  -15993.8912       4.0588   320.4
1.0065      -15989.8462  -15993.9502       4.1040   324.0
1.0070      -15989.8612  -15993.9413       4.0801   322.1
1.0075      -15989.8737  -15993.8622       3.9885   314.9
1.0080      -15989.8798  -15993.7342       3.8545   304.3
1.0085      -15989.8792  -15993.6039       3.7247   294.0
1.0090      -15989.8731  -15993.5241       3.6510   288.2
1.0095      -15989.8660  -15993.5274       3.6614   289.0
1.0100      -15989.8615  -15993.6046       3.7431   295.5
1.0105      -15989.8622  -15993.7154       3.8532   304.2
1.0110      -15989.8662  -15993.8123       3.9461   311.5
1.0115      -15989.8731  -15993.8680       3.9949   315.4
1.0120      -15989.8813  -15993.8801       3.9988   315.7
1.0125      -15989.8891  -15993.8650       3.9759   313.9
1.0130      -15989.8963  -15993.8468       3.9505   311.9
1.0135      -15989.9029  -15993.8445       3.9416   311.2
1.0140      -15989.9100  -15993.8664       3.9564   312.3
1.0145      -15989.9186  -15993.9077       3.9891   314.9
1.0150      -15989.9290  -15993.9519       4.0229   317.6
1.0155      -15989.9417  -15993.9759       4.0342   318.5
1.0160      -15989.9540  -15993.9567       4.0026   316.0
1.0165      -15989.9631  -15993.8854       3.9223   309.6
1.0170      -15989.9662  -15993.7781       3.8119   300.9
1.0175      -15989.9642  -15993.6757       3.7114   293.0
1.0180      -15989.9587  -15993.6202       3.6615   289.0
1.0185      -15989.9529  -15993.6280       3.6750   290.1
1.0190      -15989.9490  -15993.6791       3.7301   294.5
1.0195      -15989.9468  -15993.7371       3.7903   299.2
1.0200      -15989.9465  -15993.7759       3.8294   302.3
1.0205      -15989.9472  -15993.7893       3.8421   303.3
1.0210      -15989.9484  -15993.7848       3.8365   302.9
1.0215      -15989.9495  -15993.7727       3.8232   301.8
1.0220      -15989.9500  -15993.7602       3.8102   300.8
1.0225      -15989.9504  -15993.7535       3.8031   300.2
1.0230      -15989.9502  -15993.7576       3.8074   300.6
1.0235      -15989.9509  -15993.7761       3.8252   302.0
1.0240      -15989.9531  -15993.8030       3.8499   303.9
1.0245      -15989.9576  -15993.8217       3.8641   305.0
1.0250      -15989.9612  -15993.8112       3.8500   303.9
1.0255      -15989.9620  -15993.7672       3.8051   300.4
1.0260      -15989.9589  -15993.7107       3.7518   296.2
1.0265      -15989.9546  -15993.6815       3.7269   294.2
1.0270      -15989.9509  -15993.7076       3.7567   296.6
1.0275      -15989.9509  -15993.7816       3.8307   302.4
1.0280      -15989.9553  -15993.8601       3.9048   308.3
1.0285      -15989.9615  -15993.8927       3.9313   310.3
1.0290      -15989.9668  -15993.8539       3.8872   306.9
1.0295      -15989.9684  -15993.7541       3.7856   298.8
1.0300      -15989.9646  -15993.6300       3.6654   289.4
1.0305      -15989.9549  -15993.5260       3.5711   281.9
1.0310      -15989.9424  -15993.4760       3.5336   278.9
1.0315      -15989.9294  -15993.4902       3.5608   281.1
1.0320      -15989.9188  -15993.5554       3.6367   287.1
1.0325      -15989.9122  -15993.6405       3.7283   294.3
1.0330      -15989.9107  -15993.7097       3.7990   299.9
1.0335      -15989.9112  -15993.7330       3.8218   301.7
1.0340      -15989.9113  -15993.6998       3.7885   299.1
1.0345      -15989.9082  -15993.6244       3.7162   293.4
1.0350      -15989.9026  -15993.5436       3.6410   287.4
1.0355      -15989.8943  -15993.4916       3.5973   284.0
1.0360      -15989.8857  -15993.4823       3.5967   283.9
1.0365      -15989.8778  -15993.5010       3.6232   286.0
1.0370      -15989.8703  -15993.5221       3.6519   288.3
1.0375      -15989.8632  -15993.5294       3.6662   289.4
1.0380      -15989.8559  -15993.5222       3.6663   289.4
1.0385      -15989.8481  -15993.5126       3.6644   289.3
1.0390      -15989.8394  -15993.5193       3.6799   290.5
1.0395      -15989.8331  -15993.5647       3.7315   294.6
1.0400      -15989.8305  -15993.6578       3.8273   302.1
1.0405      -15989.8345  -15993.7858       3.9513   311.9
1.0410      -15989.8458  -15993.9072       4.0614   320.6
1.0415      -15989.8615  -15993.9680       4.1064   324.2
1.0420      -15989.8771  -15993.9305       4.0534   320.0
1.0425      -15989.8871  -15993.7967       3.9096   308.6
1.0430      -15989.8882  -15993.6113       3.7230   293.9
1.0435      -15989.8809  -15993.4413       3.5605   281.1
1.0440      -15989.8675  -15993.3399       3.4724   274.1
